Superheated Steam Properties,,,,,,,,,,,,,,
,P=0.010 MPa (45.8 C),,,,,,P=0.050 MPa (81.3 C),,,,,P=0.10 MPa (99.6 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,14.67,2437.2,2583.9,8.149,,3.240,2483.2,2645.2,7.593,,1.694,2505.6,2674.9,7.359
50,14.87,2443.3,2592.0,8.174,,,,,,,,,,
100,17.20,2515.5,2687.5,8.449,,3.419,2511.5,2682.4,7.695,,1.696,2506.2,2675.8,7.361
150,19.51,2587.9,2783.0,8.689,,3.890,2585.7,2780.2,7.941,,1.937,2582.9,2776.6,7.615
200,21.83,2661.3,2879.6,8.905,,4.356,2660.0,2877.8,8.159,,2.172,2658.2,2875.5,7.836
250,24.14,2736.1,2977.4,9.102,,4.821,2735.1,2976.1,8.357,,2.406,2733.9,2974.5,8.035
300,26.45,2812.3,3076.7,9.283,,5.284,2811.6,3075.8,8.539,,2.639,2810.6,3074.5,8.217
350,28.76,2890.0,3177.5,9.451,,5.747,2889.4,3176.8,8.708,,2.871,2888.7,3175.8,8.387
400,31.06,2969.3,3279.9,9.609,,6.209,2968.9,3279.3,8.866,,3.103,2968.3,3278.6,8.545
450,33.37,3050.3,3384.0,9.758,,6.672,3049.9,3383.5,9.015,,3.334,3049.4,3382.8,8.695
500,35.68,3132.9,3489.7,9.900,,7.134,3132.6,3489.3,9.157,,3.566,3132.2,3488.7,8.836
600,40.30,3303.3,3706.3,10.163,,8.058,3303.1,3706.0,9.420,,4.028,3302.8,3705.6,9.100
700,44.91,3480.8,3929.9,10.406,,8.981,3480.6,3929.7,9.663,,4.490,3480.4,3929.4,9.342
800,49.53,3665.3,4160.6,10.631,,9.905,3665.2,4160.4,9.888,,4.952,3665.0,4160.2,9.568
900,54.14,3856.9,4398.3,10.843,,10.828,3856.8,4398.2,10.100,,5.414,3856.6,4398.0,9.780
1000,58.76,4055.2,4642.8,11.043,,11.751,4055.1,4642.7,10.300,,5.875,4055.0,4642.6,9.980
,,,,,,,,,,,,,,
,P=0.20 MPa (120.2 C),,,,,,P=0.30 MPa (133.5 C),,,,,P=0.40 MPa (143.6 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.886,2529.1,2706.2,7.127,,0.606,2543.2,2724.9,6.992,,0.462,2553.1,2738.1,6.896
150,0.960,2577.1,2769.1,7.281,,0.634,2571.0,2761.2,7.079,,0.471,2564.4,2752.8,6.931
200,1.081,2654.6,2870.7,7.508,,0.716,2651.0,2865.9,7.313,,0.534,2647.2,2860.9,7.172
250,1.199,2731.4,2971.2,7.710,,0.796,2728.9,2967.9,7.518,,0.595,2726.4,2964.5,7.380
300,1.316,2808.8,3072.1,7.894,,0.875,2807.0,3069.6,7.704,,0.655,2805.1,3067.1,7.568
350,1.433,2887.3,3173.9,8.064,,0.954,2885.9,3172.0,7.875,,0.714,2884.4,3170.0,7.740
400,1.549,2967.1,3277.0,8.224,,1.032,2966.0,3275.5,8.035,,0.773,2964.9,3273.9,7.900
450,1.666,3048.5,3381.6,8.373,,1.109,3047.5,3380.3,8.185,,0.831,3046.6,3379.0,8.051
500,1.781,3131.4,3487.7,8.515,,1.187,3130.6,3486.6,8.327,,0.889,3129.8,3485.5,8.193
600,2.013,3302.2,3704.8,8.779,,1.341,3301.6,3704.0,8.591,,1.006,3301.0,3703.2,8.458
700,2.244,3479.9,3928.8,9.022,,1.496,3479.5,3928.2,8.834,,1.122,3479.0,3927.6,8.701
800,2.476,3664.7,4159.8,9.248,,1.650,3664.3,4159.3,9.060,,1.237,3663.9,4158.8,8.927
900,2.707,3856.3,4397.6,9.460,,1.804,3856.0,4397.3,9.272,,1.353,3855.7,4396.9,9.139
1000,2.938,4054.8,4642.3,9.660,,1.958,4054.5,4642.0,9.473,,1.469,4054.3,4641.7,9.340
,,,,,,,,,,,,,,
,P=0.50 MPa (151.8 C),,,,,,P=0.60 MPa (158.8 C),,,,,P=0.80 MPa (170.4 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.3748,2560.7,2748.1,6.821,,0.3156,2566.8,2756.1,6.759,,0.2403,2576.0,2768.3,6.662
200,0.4250,2643.3,2855.8,7.061,,0.3521,2639.3,2850.6,6.968,,0.2609,2631.0,2839.7,6.818
250,0.4744,2723.8,2961.0,7.272,,0.3939,2721.2,2957.6,7.183,,0.2932,2715.9,2950.4,7.040
300,0.5226,2803.2,3064.6,7.461,,0.4344,2801.4,3062.0,7.374,,0.3242,2797.5,3056.9,7.235
350,0.5702,2883.0,3168.1,7.635,,0.4743,2881.6,3166.1,7.548,,0.3544,2878.6,3162.2,7.411
400,0.6173,2963.7,3272.3,7.796,,0.5137,2962.5,3270.8,7.710,,0.3843,2960.2,3267.6,7.573
450,0.6642,3045.6,3377.7,7.947,,0.5530,3044.7,3376.5,7.861,,0.4139,3042.8,3373.9,7.726
500,0.7109,3129.0,3484.5,8.089,,0.5920,3128.2,3483.4,8.004,,0.4433,3126.6,3481.3,7.869
600,0.8041,3300.4,3702.5,8.354,,0.6698,3299.8,3701.7,8.270,,0.5019,3298.7,3700.1,8.135
700,0.8970,3478.5,3927.0,8.598,,0.7473,3478.1,3926.4,8.513,,0.5601,3477.2,3925.3,8.379
800,0.9897,3663.6,4158.4,8.824,,0.8246,3663.2,4157.9,8.740,,0.6182,3662.4,4157.0,8.606
900,1.0823,3855.4,4396.6,9.036,,0.9018,3855.1,4396.2,8.952,,0.6762,3854.5,4395.5,8.819
1000,1.1748,4054.0,4641.4,9.236,,0.9789,4053.7,4641.1,9.152,,0.7341,4053.2,4640.5,9.019
,,,,,,,,,,,,,,
,P=1.00 MPa (179.9 C),,,,,,P=1.20 MPa (188.0 C),,,,,P=1.40 MPa (195.0 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.1944,2582.7,2777.1,6.585,,0.1633,2587.8,2783.7,6.522,,0.1408,2591.8,2788.8,6.468
200,0.2060,2622.2,2828.3,6.696,,0.1693,2612.9,2816.1,6.591,,0.1430,2602.7,2803.0,6.498
250,0.2328,2710.4,2943.1,6.927,,0.1924,2704.7,2935.6,6.831,,0.1636,2698.9,2927.9,6.749
300,0.2580,2793.6,3051.6,7.125,,0.2139,2789.7,3046.3,7.034,,0.1823,2785.7,3040.9,6.955
350,0.2825,2875.7,3158.2,7.303,,0.2346,2872.7,3154.2,7.214,,0.2003,2869.7,3150.1,7.138
400,0.3066,2957.9,3264.5,7.467,,0.2548,2955.5,3261.3,7.379,,0.2178,2953.1,3258.1,7.305
450,0.3305,3040.9,3371.3,7.620,,0.2748,3038.9,3368.7,7.533,,0.2351,3037.0,3366.1,7.459
500,0.3541,3125.0,3479.1,7.764,,0.2946,3123.4,3476.9,7.678,,0.2522,3121.8,3474.8,7.605
600,0.4011,3297.5,3698.6,8.031,,0.3339,3296.3,3697.0,7.946,,0.2860,3295.1,3695.4,7.873
700,0.4478,3476.2,3924.1,8.276,,0.3730,3475.3,3922.9,8.190,,0.3195,3474.4,3921.7,8.118
800,0.4944,3661.7,4156.1,8.502,,0.4118,3661.0,4155.2,8.418,,0.3529,3660.2,4154.3,8.346
900,0.5408,3853.9,4394.8,8.715,,0.4506,3853.3,4394.0,8.630,,0.3861,3852.7,4393.3,8.559
1000,0.5872,4052.7,4639.9,8.916,,0.4893,4052.2,4639.4,8.831,,0.4193,4051.7,4638.8,8.759
,,,,,,,,,,,,,,
,P=1.60 MPa (201.4 C),,,,,,P=1.80 MPa (207.1 C),,,,,P=2.00 MPa (212.4 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.1237,2594.8,2792.8,6.420,,0.1104,2597.2,2795.9,6.378,,0.0996,2599.1,2798.3,6.339
225,0.1329,2645.1,2857.8,6.554,,0.1168,2637.0,2847.2,6.482,,0.1038,2628.5,2836.1,6.416
250,0.1419,2692.9,2919.9,6.675,,0.1250,2686.7,2911.7,6.609,,0.1115,2680.2,2903.2,6.548
300,0.1587,2781.6,3035.4,6.886,,0.1403,2777.4,3029.9,6.825,,0.1255,2773.2,3024.2,6.768
350,0.1746,2866.6,3146.0,7.071,,0.1546,2863.6,3141.8,7.012,,0.1386,2860.5,3137.7,6.958
400,0.1901,2950.7,3254.9,7.239,,0.1685,2948.3,3251.6,7.181,,0.1512,2945.9,3248.3,7.129
450,0.2053,3035.0,3363.5,7.395,,0.1821,3033.1,3360.9,7.338,,0.1635,3031.1,3358.2,7.287
500,0.2203,3120.1,3472.6,7.541,,0.1955,3118.5,3470.4,7.485,,0.1757,3116.9,3468.2,7.434
600,0.2500,3293.9,3693.9,7.810,,0.2220,3292.7,3692.3,7.754,,0.1996,3291.5,3690.7,7.704
700,0.2794,3473.5,3920.5,8.056,,0.2482,3472.6,3919.4,8.000,,0.2233,3471.6,3918.2,7.951
800,0.3087,3659.5,4153.3,8.283,,0.2743,3658.8,4152.4,8.228,,0.2467,3658.0,4151.5,8.179
900,0.3378,3852.1,4392.6,8.497,,0.3002,3851.5,4391.9,8.442,,0.2701,3850.9,4391.1,8.393
1000,0.3669,4051.2,4638.2,8.697,,0.3261,4050.7,4637.6,8.643,,0.2934,4050.2,4637.0,8.594
,,,,,,,,,,,,,,
,P=2.5 MPa (224.0 C),,,,,,P=3.0 MPa (233.9 C),,,,,P=3.5 MPa (242.6 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.0799,2602.1,2801.9,6.256,,0.0667,2603.2,2803.2,6.186,,0.0571,2602.9,2802.6,6.124
250,0.0871,2663.3,2880.9,6.411,,0.0706,2644.7,2856.5,6.289,,0.0588,2624.0,2829.7,6.176
300,0.0989,2762.2,3009.6,6.646,,0.0812,2750.8,2994.3,6.541,,0.0685,2738.8,2978.4,6.448
350,0.1098,2852.5,3127.0,6.842,,0.0906,2844.4,3116.1,6.745,,0.0768,2836.0,3104.8,6.660
400,0.1201,2939.8,3240.1,7.017,,0.0994,2933.5,3231.7,6.923,,0.0846,2927.2,3223.2,6.843
450,0.1302,3026.2,3351.6,7.177,,0.1079,3021.2,3344.8,7.086,,0.0920,3016.1,3338.0,7.007
500,0.1400,3112.8,3462.7,7.325,,0.1162,3108.6,3457.2,7.236,,0.0992,3104.5,3451.6,7.159
600,0.1593,3288.5,3686.8,7.598,,0.1325,3285.5,3682.8,7.510,,0.1133,3282.5,3678.9,7.436
700,0.1784,3469.3,3915.2,7.846,,0.1484,3467.0,3912.2,7.759,,0.1270,3464.7,3909.3,7.685
800,0.1972,3656.2,4149.2,8.074,,0.1642,3654.3,4146.9,7.989,,0.1406,3652.5,4144.6,7.916
900,0.2160,3849.4,4389.3,8.288,,0.1799,3847.9,4387.5,8.203,,0.1541,3846.4,4385.7,8.130
1000,0.2347,4048.9,4635.6,8.490,,0.1955,4047.7,4634.1,8.405,,0.1675,4046.4,4632.7,8.332
,,,,,,,,,,,,,,
,P=4.0 MPa (250.4 C),,,,,,P=4.5 MPa (257.4 C),,,,,P=5.0 MPa (263.9 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.0498,2601.7,2800.8,6.070,,0.0441,2599.7,2797.9,6.020,,0.0394,2597.0,2794.2,5.974
275,0.0546,2668.9,2887.3,6.231,,0.0473,2651.3,2864.3,6.143,,0.0414,2632.3,2839.5,6.057
300,0.0589,2726.2,2961.7,6.364,,0.0514,2713.0,2944.2,6.285,,0.0453,2699.0,2925.7,6.211
350,0.0665,2827.4,3093.3,6.584,,0.0584,2818.6,3081.5,6.515,,0.0520,2809.5,3069.3,6.452
400,0.0734,2920.7,3214.5,6.771,,0.0648,2914.2,3205.6,6.707,,0.0578,2907.5,3196.7,6.648
450,0.0800,3011.0,3331.2,6.939,,0.0708,3005.8,3324.2,6.877,,0.0633,3000.6,3317.2,6.821
500,0.0864,3100.3,3446.0,7.092,,0.0765,3096.0,3440.4,7.032,,0.0686,3091.7,3434.7,6.978
600,0.0989,3279.4,3674.9,7.371,,0.0877,3276.4,3670.9,7.313,,0.0787,3273.3,3666.8,7.261
700,0.1110,3462.4,3906.3,7.621,,0.0985,3460.0,3903.3,7.565,,0.0885,3457.7,3900.3,7.514
800,0.1229,3650.6,4142.3,7.852,,0.1092,3648.8,4140.0,7.796,,0.0982,3646.9,4137.7,7.746
900,0.1348,3844.8,4383.9,8.067,,0.1197,3843.3,4382.1,8.012,,0.1077,3841.8,4380.2,7.962
1000,0.1465,4045.1,4631.2,8.270,,0.1302,4043.9,4629.8,8.214,,0.1172,4042.6,4628.3,8.165
,,,,,,,,,,,,,,
,P=6.0 MPa (275.6 C),,,,,,P=7.0 MPa (285.8 C),,,,,P=8.0 MPa (295.0 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.0324,2589.9,2784.6,5.890,,0.0274,2581.0,2772.6,5.815,,0.0235,2570.5,2758.7,5.745
300,0.0362,2668.4,2885.5,6.070,,0.0295,2633.5,2839.9,5.934,,0.0243,2592.3,2786.5,5.794
350,0.0423,2790.4,3043.9,6.336,,0.0353,2770.1,3016.9,6.230,,0.0300,2748.3,2988.1,6.132
400,0.0474,2893.7,3178.2,6.543,,0.0400,2879.5,3159.2,6.450,,0.0343,2864.6,3139.4,6.366
450,0.0522,2989.9,3302.9,6.722,,0.0442,2979.0,3288.3,6.635,,0.0382,2967.8,3273.3,6.558
500,0.0567,3083.1,3423.1,6.883,,0.0482,3074.3,3411.4,6.800,,0.0418,3065.4,3399.5,6.727
600,0.0653,3267.2,3658.7,7.169,,0.0557,3260.9,3650.6,7.091,,0.0485,3254.7,3642.4,7.022
700,0.0735,3453.0,3894.3,7.425,,0.0629,3448.3,3888.2,7.349,,0.0548,3443.6,3882.2,7.282
800,0.0816,3643.2,4133.1,7.658,,0.0699,3639.5,4128.4,7.584,,0.0610,3635.7,4123.8,7.518
900,0.0896,3838.8,4376.6,7.875,,0.0768,3835.7,4373.0,7.801,,0.0671,3832.6,4369.3,7.737
1000,0.0976,4040.1,4625.4,8.079,,0.0836,4037.5,4622.5,8.006,,0.0731,4035.0,4619.6,7.942
,,,,,,,,,,,,,,
,P=9.0 MPa (303.3 C),,,,,,P=10.0 MPa (311.0 C),,,,,P=12.5 MPa (327.8 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.02049,2558.5,2742.9,5.679,,0.01803,2545.2,2725.5,5.616,,0.01350,2505.6,2674.3,5.464
350,0.02582,2724.9,2957.3,6.038,,0.02244,2699.6,2924.0,5.946,,0.01614,2624.8,2826.6,5.713
400,0.02996,2849.2,3118.8,6.288,,0.02644,2833.1,3097.4,6.214,,0.02003,2789.6,3040.0,6.043
450,0.03352,2956.3,3258.0,6.487,,0.02978,2944.5,3242.3,6.422,,0.02302,2913.7,3201.4,6.275
500,0.03679,3056.3,3387.4,6.660,,0.03281,3047.0,3375.1,6.600,,0.02563,3023.2,3343.6,6.465
600,0.04286,3248.4,3634.1,6.961,,0.03838,3242.0,3625.8,6.905,,0.03031,3225.8,3604.6,6.783
700,0.04859,3438.8,3876.1,7.223,,0.04360,3434.0,3870.0,7.169,,0.03461,3422.0,3854.6,7.054
800,0.05413,3632.0,4119.1,7.461,,0.04863,3628.2,4114.5,7.409,,0.03872,3618.7,4102.8,7.297
900,0.05956,3829.6,4365.7,7.680,,0.05355,3826.5,4362.0,7.629,,0.04272,3818.9,4352.9,7.519
1000,0.06492,4032.4,4616.7,7.886,,0.05839,4029.9,4613.8,7.835,,0.04664,4023.5,4606.5,7.727
,,,,,,,,,,,,,,
,P=15.0 MPa (342.16 C),,,,,,P=17.5 MPa (354.7 C),,,,,P=20.0 MPa (365.8 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
     Sat.,0.01034,2455.6,2610.7,5.311,,0.00793,2390.5,2529.3,5.143,,0.00587,2295.0,2412.3,4.931
375,0.01390,2650.4,2858.9,5.705,,0.01056,2567.5,2752.3,5.494,,0.00768,2449.1,2602.6,5.228
400,0.01567,2740.6,2975.7,5.882,,0.01246,2684.3,2902.4,5.721,,0.00995,2617.9,2816.9,5.553
450,0.01848,2880.7,3157.9,6.143,,0.01520,2845.4,3111.4,6.021,,0.01272,2807.2,3061.7,5.904
500,0.02083,2998.4,3310.8,6.348,,0.01739,2972.4,3276.7,6.242,,0.01479,2945.3,3241.2,6.145
600,0.02492,3209.3,3583.1,6.680,,0.02107,3192.5,3561.3,6.589,,0.01819,3175.3,3539.0,6.508
700,0.02862,3409.8,3839.1,6.957,,0.02434,3397.5,3823.5,6.873,,0.02113,3385.1,3807.8,6.799
800,0.03212,3609.2,4091.1,7.204,,0.02741,3599.7,4079.3,7.124,,0.02387,3590.1,4067.5,7.053
900,0.03550,3811.2,4343.7,7.429,,0.03035,3803.4,4334.5,7.351,,0.02648,3795.7,4325.4,7.283
1000,0.03881,4017.1,4599.2,7.638,,0.03322,4010.7,4592.0,7.562,,0.02902,4004.3,4584.7,7.495
,,,,,,,,,,,,,,
,P=25.0 MPa,,,,,,P=30.0 MPa,,,,,P=40.0 MPa,,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  deg C,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K),,v(m^3/kg), u(kJ/kg), h(kJ/kg),s(kJ/kg.K)
375,0.00198,1799.9,1849.4,4.034,,0.00179,1738.1,1791.8,3.931,,0.00164,1677.0,1742.6,3.829
400,0.00600,2428.5,2578.6,5.140,,0.00280,2068.9,2152.8,4.476,,0.00191,1854.9,1931.4,4.115
450,0.00918,2721.2,2950.6,5.676,,0.00674,2618.9,2821.0,5.442,,0.00369,2364.2,2511.8,4.945
500,0.01114,2887.3,3165.9,5.964,,0.00869,2824.0,3084.7,5.796,,0.00562,2681.6,2906.5,5.474
600,0.01414,3140.0,3493.5,6.364,,0.01145,3103.4,3446.7,6.237,,0.00809,3026.8,3350.4,6.017
700,0.01664,3359.9,3776.0,6.670,,0.01365,3334.3,3743.9,6.560,,0.00993,3282.0,3679.1,6.374
800,0.01892,3570.7,4043.8,6.932,,0.01563,3551.2,4020.0,6.830,,0.01152,3511.8,3972.6,6.661
900,0.02108,3780.2,4307.1,7.167,,0.01747,3764.6,4288.8,7.070,,0.01298,3733.3,4252.5,6.911
1000,0.02315,3991.5,4570.2,7.382,,0.01924,3978.6,4555.8,7.288,,0.01436,3952.9,4527.3,7.136
,,,,,,,,,,,,,,
(Source of data:,, NIST Chemistry WebBook,,,,Accessed: Jan 2008),,,,,,,,
